name,databaseName,year,date,country,continent,subtype,accHA,segmentHA,accMP,segmentMP,accNA,segmentNA,accNP,segmentNP,accNS,segmentNS,accPA,segmentPA,accPB1,segmentPB1,accPB2,segmentPB2
>A/Stockholm/24/2014,>A/Stockholm/24/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_167961,HA_4_548133,EPI_ISL_167961,MP_7_548131,EPI_ISL_167961,NA_6_548132,EPI_ISL_167961,NP_5_548127,EPI_ISL_167961,NS_8_548130,EPI_ISL_167961,PA_3_548126,EPI_ISL_167961,PB1_2_548128,EPI_ISL_167961,PB2_1_548129
>A/Stockholm/25/2014,>A/Stockholm/25/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_167957,HA_4_548102,EPI_ISL_167957,MP_7_548100,EPI_ISL_167957,NA_6_548101,EPI_ISL_167957,NP_5_548096,EPI_ISL_167957,NS_8_548099,EPI_ISL_167957,PA_3_548095,EPI_ISL_167957,PB1_2_548097,EPI_ISL_167957,PB2_1_548098
>A/Stockholm/26/2011,>A/Stockholm/26/2011,2011,,Sweden,Europe,H3N2,EPI_ISL_149718,HA_4_484683,EPI_ISL_149718,MP_7_484678,EPI_ISL_149718,NA_6_484682,EPI_ISL_149718,NP_5_484676,EPI_ISL_149718,NS_8_484677,EPI_ISL_149718,PA_3_484679,EPI_ISL_149718,PB1_2_484681,EPI_ISL_149718,PB2_1_484680
>A/Stockholm/26/2014,>A/Stockholm/26/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169134,HA_4_552425,EPI_ISL_169134,MP_7_552423,EPI_ISL_169134,NA_6_552424,EPI_ISL_169134,NP_5_552419,EPI_ISL_169134,NS_8_552422,EPI_ISL_169134,PA_3_552418,EPI_ISL_169134,PB1_2_552420,EPI_ISL_169134,PB2_1_552421
>A/Stockholm/28/2014,>A/Stockholm/28/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169258,HA_4_552698,EPI_ISL_169258,MP_7_552696,EPI_ISL_169258,NA_6_552697,EPI_ISL_169258,NP_5_552692,EPI_ISL_169258,NS_8_552695,EPI_ISL_169258,PA_3_552691,EPI_ISL_169258,PB1_2_552693,EPI_ISL_169258,PB2_1_552694
>A/Stockholm/29/2011,>A/Stockholm/29/2011,2011,,Sweden,Europe,H3N2,EPI_ISL_149714,HA_4_484651,EPI_ISL_149714,MP_7_484646,EPI_ISL_149714,NA_6_484650,EPI_ISL_149714,NP_5_484644,EPI_ISL_149714,NS_8_484645,EPI_ISL_149714,PA_3_484647,EPI_ISL_149714,PB1_2_484649,EPI_ISL_149714,PB2_1_484648
>A/Stockholm/29/2014,>A/Stockholm/29/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169257,HA_4_552690,EPI_ISL_169257,MP_7_552688,EPI_ISL_169257,NA_6_552689,EPI_ISL_169257,NP_5_552684,EPI_ISL_169257,NS_8_552687,EPI_ISL_169257,PA_3_552683,EPI_ISL_169257,PB1_2_552685,EPI_ISL_169257,PB2_1_552686
>A/Stockholm/30/2014,>A/Stockholm/30/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169838,HA_4_555102,EPI_ISL_169838,MP_7_555100,EPI_ISL_169838,NA_6_555101,EPI_ISL_169838,NP_5_555096,EPI_ISL_169838,NS_8_555099,EPI_ISL_169838,PA_3_555095,EPI_ISL_169838,PB1_2_555097,EPI_ISL_169838,PB2_1_555098
>A/Stockholm/31/2014,>A/Stockholm/31/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169839,HA_4_555110,EPI_ISL_169839,MP_7_555108,EPI_ISL_169839,NA_6_555109,EPI_ISL_169839,NP_5_555104,EPI_ISL_169839,NS_8_555107,EPI_ISL_169839,PA_3_555103,EPI_ISL_169839,PB1_2_555105,EPI_ISL_169839,PB2_1_555106
>A/Stockholm/34/2014,>A/Stockholm/34/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_170839,HA_4_558987,EPI_ISL_170839,MP_7_558985,EPI_ISL_170839,NA_6_558986,EPI_ISL_170839,NP_5_558981,EPI_ISL_170839,NS_8_558984,EPI_ISL_170839,PA_3_558980,EPI_ISL_170839,PB1_2_558982,EPI_ISL_170839,PB2_1_558983
>A/Stockholm/35/2014,>A/Stockholm/35/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_170840,HA_4_558995,EPI_ISL_170840,MP_7_558993,EPI_ISL_170840,NA_6_558994,EPI_ISL_170840,NP_5_558989,EPI_ISL_170840,NS_8_558992,EPI_ISL_170840,PA_3_558988,EPI_ISL_170840,PB1_2_558990,EPI_ISL_170840,PB2_1_558991
>A/Stockholm/39/2014,>A/Stockholm/39/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_172953,HA_4_566439,EPI_ISL_172953,MP_7_566437,EPI_ISL_172953,NA_6_566438,EPI_ISL_172953,NP_5_570169,EPI_ISL_172953,NS_8_570172,EPI_ISL_172953,PA_3_570168,EPI_ISL_172953,PB1_2_570170,EPI_ISL_172953,PB2_1_570171
>A/Stockholm/4/2014,>A/Stockholm/4/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_156993,HA_4_508248,EPI_ISL_156993,MP_7_508246,EPI_ISL_156993,NA_6_508247,EPI_ISL_156993,NP_5_543393,EPI_ISL_156993,NS_8_543394,EPI_ISL_156993,PA_3_543395,EPI_ISL_156993,PB1_2_543397,EPI_ISL_156993,PB2_1_543396
>A/Stockholm/40/2013,>A/Stockholm/40/2013,2013,,Sweden,Europe,H3N2,EPI_ISL_155657,HA_4_504746,EPI_ISL_155657,MP_7_504744,EPI_ISL_155657,NA_6_504745,EPI_ISL_155657,NP_5,EPI_ISL_155657,NS_8_543379,EPI_ISL_155657,PA_3_543380,EPI_ISL_155657,PB1_2_543382,EPI_ISL_155657,PB2_1_543381
>A/Stockholm/42/2011,>A/Stockholm/42/2011,2011,,Sweden,Europe,H3N2,EPI_ISL_149712,HA_4_484635,EPI_ISL_149712,MP_7_484630,EPI_ISL_149712,NA_6_484634,EPI_ISL_149712,NP_5_484628,EPI_ISL_149712,NS_8_484629,EPI_ISL_149712,PA_3_484631,EPI_ISL_149712,PB1_2_484633,EPI_ISL_149712,PB2_1_484632
>A/Stockholm/43/2011,>A/Stockholm/43/2011,2011,,Sweden,Europe,H3N2,EPI_ISL_149716,HA_4_484667,EPI_ISL_149716,MP_7_484662,EPI_ISL_149716,NA_6_484666,EPI_ISL_149716,NP_5_484660,EPI_ISL_149716,NS_8_484661,EPI_ISL_149716,PA_3_484663,EPI_ISL_149716,PB1_2_484665,EPI_ISL_149716,PB2_1_484664
>A/Stockholm/5/2014,>A/Stockholm/5/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_158889,HA_4_515774,EPI_ISL_158889,MP_7_515292,EPI_ISL_158889,NA_6_515293,EPI_ISL_158889,NP_5_543444,EPI_ISL_158889,NS_8_543445,EPI_ISL_158889,PA_3_543446,EPI_ISL_158889,PB1_2_543448,EPI_ISL_158889,PB2_1_543447
>A/Stockholm/6/2014,>A/Stockholm/6/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_158890,HA_4_515296,EPI_ISL_158890,MP_7_515294,EPI_ISL_158890,NA_6_515295,EPI_ISL_158890,NP_5_543449,EPI_ISL_158890,NS_8_543450,EPI_ISL_158890,PA_3_543451,EPI_ISL_158890,PB1_2_543453,EPI_ISL_158890,PB2_1_543452
>A/Stockholm/7/2015,>A/Stockholm/7/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_172929,HA_4_566383,EPI_ISL_172929,MP_7_566381,EPI_ISL_172929,NA_6_566382,EPI_ISL_172929,NP_5_569957,EPI_ISL_172929,NS_8_569960,EPI_ISL_172929,PA_3_569956,EPI_ISL_172929,PB1_2_569958,EPI_ISL_172929,PB2_1_569959
>A/Stockholm/8/2015,>A/Stockholm/8/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_172930,HA_4_566386,EPI_ISL_172930,MP_7_566384,EPI_ISL_172930,NA_6_566385,EPI_ISL_172930,NP_5_569962,EPI_ISL_172930,NS_8_569965,EPI_ISL_172930,PA_3_569961,EPI_ISL_172930,PB1_2_569963,EPI_ISL_172930,PB2_1_569964
>A/Stockholm/9/2015,>A/Stockholm/9/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_172931,HA_4_566389,EPI_ISL_172931,MP_7_566387,EPI_ISL_172931,NA_6_566388,EPI_ISL_172931,NP_5_569967,EPI_ISL_172931,NS_8_569970,EPI_ISL_172931,PA_3_569966,EPI_ISL_172931,PB1_2_569968,EPI_ISL_172931,PB2_1_569969
>A/Suzhou/1275/2013,>A/Suzhou/1275/2013,2013,,China,Asia,H3N2,EPI_ISL_153076,HA_4_498075,EPI_ISL_153076,MP_7_498078,EPI_ISL_153076,NA_6_498077,EPI_ISL_153076,NP_5,EPI_ISL_153076,NS_8_498079,EPI_ISL_153076,PA_3_498094,EPI_ISL_153076,PB1_2_498073,EPI_ISL_153076,PB2_1_498072
>A/Sweden/1/2014,>A/Sweden/1/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_157002,HA_4_508273,EPI_ISL_157002,MP_7_508271,EPI_ISL_157002,NA_6_508272,EPI_ISL_157002,NP_5_543411,EPI_ISL_157002,NS_8_543412,EPI_ISL_157002,PA_3_543413,EPI_ISL_157002,PB1_2_543415,EPI_ISL_157002,PB2_1_543414
>A/Sweden/1/2015,>A/Sweden/1/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_172908,HA_4_566325,EPI_ISL_172908,MP_7_566323,EPI_ISL_172908,NA_6_566324,EPI_ISL_172908,NP_5_569851,EPI_ISL_172908,NS_8_569854,EPI_ISL_172908,PA_3_569850,EPI_ISL_172908,PB1_2_569852,EPI_ISL_172908,PB2_1_569853
>A/Sweden/11/2015,>A/Sweden/11/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_174020,HA_4_570118,EPI_ISL_174020,MP_7_570112,EPI_ISL_174020,NA_6_570115,EPI_ISL_174020,NP_5_570107,EPI_ISL_174020,NS_8_570111,EPI_ISL_174020,PA_3_570105,EPI_ISL_174020,PB1_2_570108,EPI_ISL_174020,PB2_1_570109
>A/Sweden/12/2015,>A/Sweden/12/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_174023,HA_4_570137,EPI_ISL_174023,MP_7_570132,EPI_ISL_174023,NA_6_570135,EPI_ISL_174023,NP_5_570124,EPI_ISL_174023,NS_8_570129,EPI_ISL_174023,PA_3_570123,EPI_ISL_174023,PB1_2_570127,EPI_ISL_174023,PB2_1_570128
>A/Sweden/14/2015,>A/Sweden/14/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177069,HA_4_582088,EPI_ISL_177069,MP_7_582086,EPI_ISL_177069,NA_6_582087,EPI_ISL_177069,NP_5_582082,EPI_ISL_177069,NS_8_582085,EPI_ISL_177069,PA_3_582081,EPI_ISL_177069,PB1_2_582083,EPI_ISL_177069,PB2_1_582084
>A/Sweden/15/2015,>A/Sweden/15/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177076,HA_4_582138,EPI_ISL_177076,MP_7_582136,EPI_ISL_177076,NA_6_582137,EPI_ISL_177076,NP_5_582132,EPI_ISL_177076,NS_8_582135,EPI_ISL_177076,PA_3_582131,EPI_ISL_177076,PB1_2_582133,EPI_ISL_177076,PB2_1_582134
>A/Sweden/16/2015,>A/Sweden/16/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177077,HA_4_582146,EPI_ISL_177077,MP_7_582144,EPI_ISL_177077,NA_6_582145,EPI_ISL_177077,NP_5_582140,EPI_ISL_177077,NS_8_582143,EPI_ISL_177077,PA_3_582139,EPI_ISL_177077,PB1_2_582141,EPI_ISL_177077,PB2_1_582142
>A/Sweden/17/2015,>A/Sweden/17/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177078,HA_4_582154,EPI_ISL_177078,MP_7_582152,EPI_ISL_177078,NA_6_582153,EPI_ISL_177078,NP_5_582148,EPI_ISL_177078,NS_8_582151,EPI_ISL_177078,PA_3_582147,EPI_ISL_177078,PB1_2_582149,EPI_ISL_177078,PB2_1_582150
>A/Sweden/19/2015,>A/Sweden/19/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177086,HA_4_582218,EPI_ISL_177086,MP_7_582216,EPI_ISL_177086,NA_6_582217,EPI_ISL_177086,NP_5_582212,EPI_ISL_177086,NS_8_582215,EPI_ISL_177086,PA_3_582211,EPI_ISL_177086,PB1_2_582213,EPI_ISL_177086,PB2_1_582214
>A/Sweden/20/2015,>A/Sweden/20/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_177693,HA_4_585339,EPI_ISL_177693,MP_7_585337,EPI_ISL_177693,NA_6_585338,EPI_ISL_177693,NP_5_585333,EPI_ISL_177693,NS_8_585336,EPI_ISL_177693,PA_3_585332,EPI_ISL_177693,PB1_2_585334,EPI_ISL_177693,PB2_1_585335
>A/Sweden/4/2015,>A/Sweden/4/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_172914,HA_4_566340,EPI_ISL_172914,MP_7_566338,EPI_ISL_172914,NA_6_566339,EPI_ISL_172914,NP_5_569875,EPI_ISL_172914,NS_8_569878,EPI_ISL_172914,PA_3_569874,EPI_ISL_172914,PB1_2_569876,EPI_ISL_172914,PB2_1_569877
>A/Sweden/75/2014,>A/Sweden/75/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169261,HA_4_552722,EPI_ISL_169261,MP_7_552720,EPI_ISL_169261,NA_6_552721,EPI_ISL_169261,NP_5_552716,EPI_ISL_169261,NS_8_552719,EPI_ISL_169261,PA_3_552715,EPI_ISL_169261,PB1_2_552717,EPI_ISL_169261,PB2_1_552718
>A/Sweden/76/2014,>A/Sweden/76/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_169256,HA_4_552682,EPI_ISL_169256,MP_7_552680,EPI_ISL_169256,NA_6_552681,EPI_ISL_169256,NP_5_552676,EPI_ISL_169256,NS_8_552679,EPI_ISL_169256,PA_3_552675,EPI_ISL_169256,PB1_2_552677,EPI_ISL_169256,PB2_1_552678
>A/Sweden/77/2014,>A/Sweden/77/2014,2014,,Sweden,Europe,H3N2,EPI_ISL_170836,HA_4_558965,EPI_ISL_170836,MP_7_558963,EPI_ISL_170836,NA_6_558964,EPI_ISL_170836,NP_5_558959,EPI_ISL_170836,NS_8_558962,EPI_ISL_170836,PA_3_558958,EPI_ISL_170836,PB1_2_558960,EPI_ISL_170836,PB2_1_558961
>A/Sweden/8/2015,>A/Sweden/8/2015,2015,,Sweden,Europe,H3N2,EPI_ISL_174008,HA_4_570014,EPI_ISL_174008,MP_7_570012,EPI_ISL_174008,NA_6_570013,EPI_ISL_174008,NP_5_570008,EPI_ISL_174008,NS_8_570011,EPI_ISL_174008,PA_3_570007,EPI_ISL_174008,PB1_2_570009,EPI_ISL_174008,PB2_1_570010
>A/SYDNEY/506/2013,>A/SYDNEY/506/2013,2013,,Australia,Australia,H3N2,EPI_ISL_148749,HA_4_477495,EPI_ISL_148749,MP_7_477490,EPI_ISL_148749,NA_6_477494,EPI_ISL_148749,NP_5,EPI_ISL_148749,NS_8_477489,EPI_ISL_148749,PA_3_477491,EPI_ISL_148749,PB1_2_477493,EPI_ISL_148749,PB2_1_477492
>A/SYDNEY/83/2013,>A/SYDNEY/83/2013,2013,,Australia,Australia,H3N2,EPI_ISL_161897,HA_4_529557,EPI_ISL_161897,MP_7_529552,EPI_ISL_161897,NA_6_529556,EPI_ISL_161897,NP_5,EPI_ISL_161897,NS_8_529551,EPI_ISL_161897,PA_3_529553,EPI_ISL_161897,PB1_2_529555,EPI_ISL_161897,PB2_1_529554
>A/Tak/1845/2014,>A/Tak/1845/2014,2014,,Thailand,Asia,H3N2,EPI_ISL_167395,HA_4_545581,EPI_ISL_167395,MP_7_545576,EPI_ISL_167395,NA_6_545580,EPI_ISL_167395,NP_5_545574,EPI_ISL_167395,NS_8_545575,EPI_ISL_167395,PA_3_545577,EPI_ISL_167395,PB1_2_545579,EPI_ISL_167395,PB2_1_545578
>A/Tanzania/1906/2014,>A/Tanzania/1906/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172814,HA_4_566025,EPI_ISL_172814,MP_7_566020,EPI_ISL_172814,NA_6_566024,EPI_ISL_172814,NP_5_566018,EPI_ISL_172814,NS_8_566019,EPI_ISL_172814,PA_3_566021,EPI_ISL_172814,PB1_2_566023,EPI_ISL_172814,PB2_1_566022
>A/Tanzania/2665/2014,>A/Tanzania/2665/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172784,HA_4_565792,EPI_ISL_172784,MP_7_565788,EPI_ISL_172784,NA_6_565791,EPI_ISL_172784,NP_5_565786,EPI_ISL_172784,NS_8_565787,EPI_ISL_172784,PA_3_612303,EPI_ISL_172784,PB1_2_565790,EPI_ISL_172784,PB2_1_565789
>A/Tanzania/3552/2014,>A/Tanzania/3552/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172781,HA_4_565771,EPI_ISL_172781,MP_7_565766,EPI_ISL_172781,NA_6_565770,EPI_ISL_172781,NP_5_565764,EPI_ISL_172781,NS_8_565765,EPI_ISL_172781,PA_3_565767,EPI_ISL_172781,PB1_2_565769,EPI_ISL_172781,PB2_1_565768
>A/Tanzania/3555/2014,>A/Tanzania/3555/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172796,HA_4_565883,EPI_ISL_172796,MP_7_565878,EPI_ISL_172796,NA_6_565882,EPI_ISL_172796,NP_5_565876,EPI_ISL_172796,NS_8_565877,EPI_ISL_172796,PA_3_565879,EPI_ISL_172796,PB1_2_565881,EPI_ISL_172796,PB2_1_565880
>A/Tanzania/3556/2014,>A/Tanzania/3556/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172800,HA_4_565911,EPI_ISL_172800,MP_7_565906,EPI_ISL_172800,NA_6_565910,EPI_ISL_172800,NP_5_565904,EPI_ISL_172800,NS_8_565905,EPI_ISL_172800,PA_3_565907,EPI_ISL_172800,PB1_2_565909,EPI_ISL_172800,PB2_1_565908
>A/Tanzania/3557/2014,>A/Tanzania/3557/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172752,HA_4_565557,EPI_ISL_172752,MP_7_565552,EPI_ISL_172752,NA_6_565556,EPI_ISL_172752,NP_5_565550,EPI_ISL_172752,NS_8_565551,EPI_ISL_172752,PA_3_565553,EPI_ISL_172752,PB1_2_565555,EPI_ISL_172752,PB2_1_565554
>A/Tanzania/3559/2014,>A/Tanzania/3559/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172802,HA_4_565927,EPI_ISL_172802,MP_7_565922,EPI_ISL_172802,NA_6_565926,EPI_ISL_172802,NP_5_565920,EPI_ISL_172802,NS_8_565921,EPI_ISL_172802,PA_3_565923,EPI_ISL_172802,PB1_2_565925,EPI_ISL_172802,PB2_1_565924
>A/Tanzania/3560/2014,>A/Tanzania/3560/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_174137,HA_4_571887,EPI_ISL_174137,MP_7_571882,EPI_ISL_174137,NA_6_571886,EPI_ISL_174137,NP_5_571880,EPI_ISL_174137,NS_8_571881,EPI_ISL_174137,PA_3_571883,EPI_ISL_174137,PB1_2_571885,EPI_ISL_174137,PB2_1_571884
>A/Tanzania/3561/2014,>A/Tanzania/3561/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172797,HA_4_565891,EPI_ISL_172797,MP_7_565886,EPI_ISL_172797,NA_6_565890,EPI_ISL_172797,NP_5_565884,EPI_ISL_172797,NS_8_565885,EPI_ISL_172797,PA_3_565887,EPI_ISL_172797,PB1_2_565889,EPI_ISL_172797,PB2_1_565888
>A/Tanzania/3562/2014,>A/Tanzania/3562/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172750,HA_4_565544,EPI_ISL_172750,MP_7_565539,EPI_ISL_172750,NA_6_565543,EPI_ISL_172750,NP_5_565537,EPI_ISL_172750,NS_8_565538,EPI_ISL_172750,PA_3_565540,EPI_ISL_172750,PB1_2_565542,EPI_ISL_172750,PB2_1_565541
>A/Tanzania/3565/2014,>A/Tanzania/3565/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_174125,HA_4_571803,EPI_ISL_174125,MP_7_571798,EPI_ISL_174125,NA_6_571802,EPI_ISL_174125,NP_5_571796,EPI_ISL_174125,NS_8_571797,EPI_ISL_174125,PA_3_571799,EPI_ISL_174125,PB1_2_571801,EPI_ISL_174125,PB2_1_571800
>A/Tanzania/3576/2014,>A/Tanzania/3576/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_174126,HA_4_571811,EPI_ISL_174126,MP_7_571806,EPI_ISL_174126,NA_6_571810,EPI_ISL_174126,NP_5_571804,EPI_ISL_174126,NS_8_571805,EPI_ISL_174126,PA_3_571807,EPI_ISL_174126,PB1_2_571809,EPI_ISL_174126,PB2_1_571808
>A/Tanzania/3577/2014,>A/Tanzania/3577/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_174127,HA_4_571819,EPI_ISL_174127,MP_7_571814,EPI_ISL_174127,NA_6_571818,EPI_ISL_174127,NP_5_571812,EPI_ISL_174127,NS_8_571813,EPI_ISL_174127,PA_3_571815,EPI_ISL_174127,PB1_2_571817,EPI_ISL_174127,PB2_1_571816
>A/Tanzania/3580/2014,>A/Tanzania/3580/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172737,HA_4_565433,EPI_ISL_172737,MP_7_565428,EPI_ISL_172737,NA_6_565432,EPI_ISL_172737,NP_5_565426,EPI_ISL_172737,NS_8_565427,EPI_ISL_172737,PA_3_565429,EPI_ISL_172737,PB1_2_565431,EPI_ISL_172737,PB2_1_565430
>A/Tanzania/3588/2014,>A/Tanzania/3588/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172787,HA_4_565812,EPI_ISL_172787,MP_7_565807,EPI_ISL_172787,NA_6_565811,EPI_ISL_172787,NP_5_565805,EPI_ISL_172787,NS_8_565806,EPI_ISL_172787,PA_3_565808,EPI_ISL_172787,PB1_2_565810,EPI_ISL_172787,PB2_1_565809
>A/Tanzania/3589/2014,>A/Tanzania/3589/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172789,HA_4_565828,EPI_ISL_172789,MP_7_565823,EPI_ISL_172789,NA_6_565827,EPI_ISL_172789,NP_5_565821,EPI_ISL_172789,NS_8_565822,EPI_ISL_172789,PA_3_565824,EPI_ISL_172789,PB1_2_565826,EPI_ISL_172789,PB2_1_565825
>A/Tanzania/3591/2014,>A/Tanzania/3591/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_175205,HA_4_575435,EPI_ISL_175205,MP_7_575430,EPI_ISL_175205,NA_6_575434,EPI_ISL_175205,NP_5_575428,EPI_ISL_175205,NS_8_575429,EPI_ISL_175205,PA_3_575431,EPI_ISL_175205,PB1_2_575433,EPI_ISL_175205,PB2_1_575432
>A/Tanzania/3594/2014,>A/Tanzania/3594/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172811,HA_4_566001,EPI_ISL_172811,MP_7_565996,EPI_ISL_172811,NA_6_566000,EPI_ISL_172811,NP_5_565994,EPI_ISL_172811,NS_8_565995,EPI_ISL_172811,PA_3_565997,EPI_ISL_172811,PB1_2_565999,EPI_ISL_172811,PB2_1_565998
>A/Tanzania/3595/2014,>A/Tanzania/3595/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_175202,HA_4_575408,EPI_ISL_175202,MP_7_575403,EPI_ISL_175202,NA_6_575407,EPI_ISL_175202,NP_5_575401,EPI_ISL_175202,NS_8_575402,EPI_ISL_175202,PA_3_575404,EPI_ISL_175202,PB1_2_575406,EPI_ISL_175202,PB2_1_575405
>A/Tanzania/542/2014,>A/Tanzania/542/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172759,HA_4_565619,EPI_ISL_172759,MP_7_565614,EPI_ISL_172759,NA_6_565618,EPI_ISL_172759,NP_5_565612,EPI_ISL_172759,NS_8_565613,EPI_ISL_172759,PA_3_565615,EPI_ISL_172759,PB1_2_565617,EPI_ISL_172759,PB2_1_565616
>A/Tanzania/553/2014,>A/Tanzania/553/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172803,HA_4_565935,EPI_ISL_172803,MP_7_565930,EPI_ISL_172803,NA_6_565934,EPI_ISL_172803,NP_5_565928,EPI_ISL_172803,NS_8_565929,EPI_ISL_172803,PA_3_565931,EPI_ISL_172803,PB1_2_565933,EPI_ISL_172803,PB2_1_565932
>A/Tanzania/562/2014,>A/Tanzania/562/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172755,HA_4_565587,EPI_ISL_172755,MP_7_565582,EPI_ISL_172755,NA_6_565586,EPI_ISL_172755,NP_5_565580,EPI_ISL_172755,NS_8_565581,EPI_ISL_172755,PA_3_565583,EPI_ISL_172755,PB1_2_565585,EPI_ISL_172755,PB2_1_565584
>A/Tanzania/587/2014,>A/Tanzania/587/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_188871,HA_4_612256,EPI_ISL_188871,MP_7_612251,EPI_ISL_188871,NA_6_612255,EPI_ISL_188871,NP_5_612249,EPI_ISL_188871,NS_8_612250,EPI_ISL_188871,PA_3_612252,EPI_ISL_188871,PB1_2_612254,EPI_ISL_188871,PB2_1_612253
>A/Tanzania/588/2014,>A/Tanzania/588/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172785,HA_4_565797,EPI_ISL_172785,MP_7_565795,EPI_ISL_172785,NA_6_565796,EPI_ISL_172785,NP_5_565793,EPI_ISL_172785,NS_8_565794,EPI_ISL_172785,PA_3_575589,EPI_ISL_172785,PB1_2_574867,EPI_ISL_172785,PB2_1_612304
>A/Tanzania/590/2014,>A/Tanzania/590/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172776,HA_4_565731,EPI_ISL_172776,MP_7_565726,EPI_ISL_172776,NA_6_565730,EPI_ISL_172776,NP_5_565724,EPI_ISL_172776,NS_8_565725,EPI_ISL_172776,PA_3_565727,EPI_ISL_172776,PB1_2_565729,EPI_ISL_172776,PB2_1_565728
>A/Tanzania/594/2014,>A/Tanzania/594/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172773,HA_4_565707,EPI_ISL_172773,MP_7_565702,EPI_ISL_172773,NA_6_565706,EPI_ISL_172773,NP_5_565700,EPI_ISL_172773,NS_8_565701,EPI_ISL_172773,PA_3_565703,EPI_ISL_172773,PB1_2_565705,EPI_ISL_172773,PB2_1_565704
>A/Tanzania/596/2014,>A/Tanzania/596/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172774,HA_4_565715,EPI_ISL_172774,MP_7_565710,EPI_ISL_172774,NA_6_565714,EPI_ISL_172774,NP_5_565708,EPI_ISL_172774,NS_8_565709,EPI_ISL_172774,PA_3_565711,EPI_ISL_172774,PB1_2_565713,EPI_ISL_172774,PB2_1_565712
>A/Tanzania/597/2014,>A/Tanzania/597/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172799,HA_4_565903,EPI_ISL_172799,MP_7_565899,EPI_ISL_172799,NA_6_565902,EPI_ISL_172799,NP_5_565897,EPI_ISL_172799,NS_8_565898,EPI_ISL_172799,PA_3_612205,EPI_ISL_172799,PB1_2_565901,EPI_ISL_172799,PB2_1_565900
>A/Tanzania/599/2014,>A/Tanzania/599/2014,2014,,Tanzania,Africa,H3N2,EPI_ISL_172777,HA_4_565739,EPI_ISL_172777,MP_7_565734,EPI_ISL_172777,NA_6_565738,EPI_ISL_172777,NP_5_565732,EPI_ISL_172777,NS_8_565733,EPI_ISL_172777,PA_3_565735,EPI_ISL_172777,PB1_2_565737,EPI_ISL_172777,PB2_1_565736
