name,country,year,month,year,host,subtype,accHA,accMP,accNA,accNP,accNS,accPA,accPB1,accPB2
>A/Kowloon/INS629/2011,HongKong,2011,2,24,Human,pH1N1,CY129990,CY129991,CY129992,CY129993,CY129994,CY129995,CY129996,CY129997
>A/Kyoto/13K003/2014,Japan,2014,1,23,Human,pH1N1,LC032849,LC032852,LC032851,LC032850,LC032853,LC032848,LC032847,LC032846
>A/Kyoto/13K017/2014,Japan,2014,1,25,Human,pH1N1,LC032857,LC032860,LC032859,LC032858,LC032861,LC032856,LC032855,LC032854
>A/Kyoto/13K052/2014,Japan,2014,1,25,Human,pH1N1,LC032865,LC032868,LC032867,LC032866,LC032869,LC032864,LC032863,LC032862
>A/Kyoto/13SK076/2014,Japan,2014,3,18,Human,pH1N1,LC032833,LC032836,LC032835,LC032834,LC032837,LC032832,LC032831,LC032830
>A/Lima/070674913/2013,Peru,2013,7,,Human,pH1N1,KJ147487,KJ147490,KJ147489,KJ147488,KJ147491,KJ147486,KJ147485,KJ147484
>A/Lima/INS3_671/2012,Peru,2012,2,1,Human,pH1N1,CY176682,CY176683,CY176684,CY176685,CY176686,CY176687,CY176688,CY176689
>A/Lima/INS3_677/2012,Peru,2012,7,4,Human,pH1N1,CY176722,CY176723,CY176724,CY176725,CY176726,CY176727,CY176728,CY176729
>A/Lima/INS3_678/2012,Peru,2012,7,17,Human,pH1N1,CY176730,CY176731,CY176732,CY176733,CY176734,CY176735,CY176736,CY176737
>A/Lima/INS3_680/2012,Peru,2012,7,12,Human,pH1N1,CY176738,CY176739,CY176740,CY176741,CY176742,CY176743,CY176744,CY176745
>A/Louisiana/34/2013,USA,2013,12,20,Human,pH1N1,KT274652,KT274656,KT274655,KT274647,KT274660,KT274658,KT274654,KT274642
>A/Madrid/INS573/2011,Spain,2011,2,21,Human,pH1N1,CY129734,CY129735,CY129736,CY129737,CY129738,CY129739,CY129740,CY129741
>A/Maine/04/2011,USA,2011,2,17,Human,pH1N1,KC882346,KC882348,KC882347,KC882375,KC882376,KC882374,KC882373,KC882372
>A/Maryland/03/2011,USA,2011,1,10,Human,pH1N1,KC881898,KC881901,KC881900,KC881899,KC882048,KC881897,KC882047,KC882046
>A/Maryland/04/2011,USA,2011,2,2,Human,pH1N1,KC882339,KC882341,KC882340,KC882384,KC882385,KC882383,KC882382,KC882381
>A/Maryland/05/2011,USA,2011,1,24,Human,pH1N1,KC882349,KC882325,KC882350,KC882380,KC882404,KC882379,KC882378,KC882377
>A/Maryland/06/2011,USA,2011,2,22,Human,pH1N1,KC882336,KC882338,KC882337,KC882389,KC882405,KC882388,KC882387,KC882386
>A/Maryland/07/2011,USA,2011,2,25,Human,pH1N1,KC882334,KC882342,KC882335,KC882406,KC882407,KC882392,KC882391,KC882390
>A/Maryland/08/2011,USA,2011,3,2,Human,pH1N1,KC882395,KC882351,KC882397,KC882396,KC882317,KC882394,KC882393,KC882316
>A/Melbourne/INS3_646/2011,Australia,2011,8,19,Human,pH1N1,CY176514,CY176515,CY176516,CY176517,CY176518,CY176519,CY176520,CY176521
>A/Melbourne/INS3_670/2011,Australia,2011,8,11,Human,pH1N1,CY176674,CY176675,CY176676,CY176677,CY176678,CY176679,CY176680,CY176681
>A/Mexico/101812/2013,Mexico,2013,12,18,Human,pH1N1,KR271535,KR271538,KR271537,KR271536,KR271539,KR271534,KR271533,KR271532
>A/Mexico/199741/2013,Mexico,2013,12,12,Human,pH1N1,KR271551,KR271554,KR271553,KR271552,KR271555,KR271550,KR271549,KR271548
>A/Mexico/200039/2014,Mexico,2014,1,6,Human,pH1N1,KR271559,KR271562,KR271561,KR271560,KR271563,KR271558,KR271557,KR271556
>A/Mexico/200102/2014,Mexico,2014,1,15,Human,pH1N1,KR271567,KR271570,KR271569,KR271568,KR271571,KR271566,KR271565,KR271564
>A/Mexico/200130/2014,Mexico,2014,1,13,Human,pH1N1,KR271575,KR271578,KR271577,KR271576,KR271579,KR271574,KR271573,KR271572
>A/Mexico/241001/2014,Mexico,2014,1,11,Human,pH1N1,KR271583,KR271586,KR271585,KR271584,KR271587,KR271582,KR271581,KR271580
>A/Mexico/291402/2014,Mexico,2014,1,11,Human,pH1N1,KR271591,KR271594,KR271593,KR271592,KR271595,KR271590,KR271589,KR271588
>A/Mexico/328568/2014,Mexico,2014,1,19,Human,pH1N1,KR271599,KR271602,KR271601,KR271600,KR271603,KR271598,KR271597,KR271596
>A/Mexico/631812/2013,Mexico,2013,12,12,Human,pH1N1,KR271607,KR271610,KR271609,KR271608,KR271611,KR271606,KR271605,KR271604
>A/Mexico/InDRE3740/2011,Mexico,2011,12,18,Human,pH1N1,CY116642,CY115449,CY115448,CY115447,CY115450,CY116630,CY120020,CY120019
>A/MexicoCity/INER0958/2012,Mexico,2012,1,11,Human,pH1N1,JQ714072,JQ927321,JQ927317,JQ927313,JQ927325,JQ927309,JQ927305,JQ927301
>A/MexicoCity/INER1078/2012,Mexico,2012,1,22,Human,pH1N1,JQ714073,JQ927322,JQ927318,JQ927314,JQ927326,JQ927310,JQ927306,JQ927302
>A/MexicoCity/INER1106/2012,Mexico,2012,1,24,Human,pH1N1,JQ714074,JQ927323,JQ927319,JQ927315,JQ927327,JQ927311,JQ927307,JQ927303
>A/MexicoCity/INER1149/2012,Mexico,2012,1,27,Human,pH1N1,JQ714075,JQ927324,JQ927320,JQ927316,JQ927328,JQ927312,JQ927308,JQ927304
>A/Michigan/03/2011,USA,2011,3,30,Human,pH1N1,KC882278,KC882264,KC882280,KC882279,KC882296,KC882277,KC882276,KC882275
>A/Minneapolis/INS3_675/2012,USA,2012,2,27,Human,pH1N1,CY176706,CY176707,CY176708,CY176709,CY176710,CY176711,CY176712,CY176713
>A/Minnesota/03/2011,USA,2011,2,18,Human,pH1N1,KC881972,KC881969,KC881970,KC881971,KC881710,KC881973,KC881974,KC881975
>A/Missouri/NHRC0001/2011,USA,2011,1,25,Human,pH1N1,CY092417,CY092418,CY092419,CY092420,CY092421,CY092422,CY092423,CY092424
>A/Moscow/IIV-45/2012,Russia,2012,2,18,Human,pH1N1,JX046926,JX046929,JX046928,JX046927,JX046930,JX046925,JX046924,JX046923
>A/Moscow/IIV-83/2011,Russia,2011,1,22,Human,pH1N1,JN129269,JN129267,JN129262,JN129263,JN129268,JN129264,JN129266,JN129265
>A/Munich/INS539/2011,Germany,2011,2,1,Human,pH1N1,CY129622,CY129623,CY129624,CY129625,CY129626,CY129627,CY129628,CY129629
>A/Munich/INS540/2011,Germany,2011,2,10,Human,pH1N1,CY129630,CY129631,CY129632,CY129633,CY129634,CY129635,CY129636,CY129637
>A/Munich/INS541/2011,Germany,2011,2,18,Human,pH1N1,CY129638,CY129639,CY129640,CY129641,CY129642,CY129643,CY129644,CY129645
>A/Nagasaki/13N018/2014,Japan,2014,1,22,Human,pH1N1,LC033233,LC033236,LC033235,LC033234,LC033237,LC033232,LC033231,LC033230
>A/Nagasaki/13N026/2014,Japan,2014,1,31,Human,pH1N1,LC033241,LC033244,LC033243,LC033242,LC033245,LC033240,LC033239,LC033238
>A/Nagasaki/13N058/2014,Japan,2014,1,25,Human,pH1N1,LC033249,LC033252,LC033251,LC033250,LC033253,LC033248,LC033247,LC033246
>A/Nagasaki/13N059/2014,Japan,2014,1,29,Human,pH1N1,LC033257,LC033260,LC033259,LC033258,LC033261,LC033256,LC033255,LC033254
>A/Nagasaki/13N060/2014,Japan,2014,1,31,Human,pH1N1,LC033265,LC033268,LC033267,LC033266,LC033269,LC033264,LC033263,LC033262
>A/Nagasaki/13N067/2014,Japan,2014,3,10,Human,pH1N1,LC033273,LC033276,LC033275,LC033274,LC033277,LC033272,LC033271,LC033270
>A/Nagasaki/13N075/2014,Japan,2014,1,25,Human,pH1N1,LC033281,LC033284,LC033283,LC033282,LC033285,LC033280,LC033279,LC033278
>A/Nagasaki/13N094/2014,Japan,2014,3,13,Human,pH1N1,LC033289,LC033292,LC033291,LC033290,LC033293,LC033288,LC033287,LC033286
>A/Nagasaki/13N095/2014,Japan,2014,3,18,Human,pH1N1,LC033297,LC033300,LC033299,LC033298,LC033301,LC033296,LC033295,LC033294
>A/Nepal/VIROAF5/2012,Nepal,2012,8,26,Human,pH1N1,KJ577181,KJ577184,KJ577183,KJ577182,KJ577185,KJ577180,KJ577179,KJ577178
>A/Nevada/01/2014,USA,2014,1,1,Human,pH1N1,KT274575,KT274581,KT274207,KT274570,KT274574,KT274580,KT274585,KT274586
>A/NewMexico/04/2011,USA,2011,2,7,Human,pH1N1,KC881912,KC881958,KC881959,KC881911,KC881957,KC881956,KC881913,KC881914
>A/NewMexico/05/2011,USA,2011,2,9,Human,pH1N1,KC881943,KC882140,KC882141,KC881942,KC881941,KC881944,KC881945,KC881946
>A/NewMexico/06/2011,USA,2011,2,21,Human,pH1N1,KC881937,KC881934,KC881935,KC881936,KC881933,KC881938,KC881939,KC881940
>A/NewYork/34/2012,USA,2012,4,17,Human,pH1N1,KC891574,KC891575,KC891580,KC891579,KC891577,KC891576,KC891581,KC891578
>A/NewYork/WC-LVD-13-001/2013,USA,2013,11,9,Human,pH1N1,CY188817,CY188818,CY188819,CY188820,CY188821,CY188822,CY188823,CY188824
>A/NewYork/WC-LVD-13-002/2013,USA,2013,11,24,Human,pH1N1,CY188825,CY188826,CY188827,CY188828,CY188829,CY188830,CY188831,CY188832
>A/NewYork/WC-LVD-13-003/2013,USA,2013,11,29,Human,pH1N1,CY188833,CY188834,CY188835,CY188836,CY188837,CY188838,CY188839,CY188840
>A/NewYork/WC-LVD-13-004/2013,USA,2013,12,4,Human,pH1N1,CY188841,CY188842,CY188843,CY188844,CY188845,CY188846,CY188847,CY188848
>A/NewYork/WC-LVD-13-005/2013,USA,2013,12,6,Human,pH1N1,CY188849,CY188850,CY188851,CY188852,CY188853,CY188854,CY188855,CY188856
>A/NewYork/WC-LVD-13-006/2013,USA,2013,12,8,Human,pH1N1,CY188857,CY188858,CY188859,CY188860,CY188861,CY188862,CY188863,CY188864
>A/NewYork/WC-LVD-13-007/2013,USA,2013,12,9,Human,pH1N1,CY188865,CY188866,CY188867,CY188868,CY188869,CY188870,CY188871,CY188872
>A/NewYork/WC-LVD-13-008/2013,USA,2013,12,9,Human,pH1N1,CY188873,CY188874,CY188875,CY188876,CY188877,CY188878,CY188879,CY188880
>A/NewYork/WC-LVD-13-009/2013,USA,2013,12,9,Human,pH1N1,CY188881,CY188882,CY188883,CY188884,CY188885,CY188886,CY188887,CY188888
>A/NewYork/WC-LVD-13-010/2013,USA,2013,12,11,Human,pH1N1,CY188889,CY188890,CY188891,CY188892,CY188893,CY188894,CY188895,CY188896
>A/NewYork/WC-LVD-13-011/2013,USA,2013,12,11,Human,pH1N1,CY188897,CY188898,CY188899,CY188900,CY188901,CY188902,CY188903,CY188904
>A/NewYork/WC-LVD-13-012/2013,USA,2013,12,11,Human,pH1N1,CY188905,CY188906,CY188907,CY188908,CY188909,CY188910,CY188911,CY188912
>A/NewYork/WC-LVD-13-013/2013,USA,2013,12,12,Human,pH1N1,CY188913,CY188914,CY188915,CY188916,CY188917,CY188918,CY188919,CY188920
>A/NewYork/WC-LVD-13-014/2013,USA,2013,12,12,Human,pH1N1,CY188921,CY188922,CY188923,CY188924,CY188925,CY188926,CY188927,CY188928
>A/NewYork/WC-LVD-13-015/2013,USA,2013,12,15,Human,pH1N1,CY188929,CY188930,CY188931,CY188932,CY188933,CY188934,CY188935,CY188936
>A/NewYork/WC-LVD-13-016/2013,USA,2013,12,16,Human,pH1N1,CY188937,CY188938,CY188939,CY188940,CY188941,CY188942,CY188943,CY188944
>A/NewYork/WC-LVD-13-017/2013,USA,2013,12,17,Human,pH1N1,CY188945,CY188946,CY188947,CY188948,CY188949,CY188950,CY188951,CY188952
>A/NewYork/WC-LVD-13-018/2013,USA,2013,12,18,Human,pH1N1,CY188953,CY188954,CY188955,CY188956,CY188957,CY188958,CY188959,CY188960
>A/NewYork/WC-LVD-13-019/2013,USA,2013,12,19,Human,pH1N1,CY188961,CY188962,CY188963,CY188964,CY188965,CY188966,CY188967,CY188968
>A/NewYork/WC-LVD-13-020/2013,USA,2013,12,21,Human,pH1N1,CY188969,CY188970,CY188971,CY188972,CY188973,CY188974,CY188975,CY188976
>A/NewYork/WC-LVD-13-021/2013,USA,2013,12,24,Human,pH1N1,CY188977,CY188978,CY188979,CY188980,CY188981,CY188982,CY188983,CY188984
>A/NewYork/WC-LVD-13-022/2013,USA,2013,12,24,Human,pH1N1,CY188985,CY188986,CY188987,CY188988,CY188989,CY188990,CY188991,CY188992
>A/NewYork/WC-LVD-13-023/2013,USA,2013,12,24,Human,pH1N1,CY188993,CY188994,CY188995,CY188996,CY188997,CY188998,CY188999,CY189000
>A/NewYork/WC-LVD-13-024/2013,USA,2013,12,25,Human,pH1N1,CY189001,CY189002,CY189003,CY189004,CY189005,CY189006,CY189007,CY189008
>A/NewYork/WC-LVD-13-025/2013,USA,2013,12,26,Human,pH1N1,CY189009,CY189010,CY189011,CY189012,CY189013,CY189014,CY189015,CY189016
>A/NewYork/WC-LVD-13-026/2013,USA,2013,12,27,Human,pH1N1,CY189017,CY189018,CY189019,CY189020,CY189021,CY189022,CY189023,CY189024
>A/NewYork/WC-LVD-13-027/2013,USA,2013,12,27,Human,pH1N1,CY189025,CY189026,CY189027,CY189028,CY189029,CY189030,CY189031,CY189032
>A/NewYork/WC-LVD-13-028/2013,USA,2013,12,28,Human,pH1N1,CY189033,CY189034,CY189035,CY189036,CY189037,CY189038,CY189039,CY189040
>A/NewYork/WC-LVD-13-030/2013,USA,2013,12,31,Human,pH1N1,CY189041,CY189042,CY189043,CY189044,CY189045,CY189046,CY189047,CY189048
>A/NewYork/WC-LVD-14-001/2014,USA,2014,1,2,Human,pH1N1,CY189049,CY189050,CY189051,CY189052,CY189053,CY189054,CY189055,CY189056
>A/NewYork/WC-LVD-14-002/2014,USA,2014,1,6,Human,pH1N1,CY189057,CY189058,CY189059,CY189060,CY189061,CY189062,CY189063,CY189064
>A/NewYork/WC-LVD-14-003/2014,USA,2014,1,13,Human,pH1N1,CY189065,CY189066,CY189067,CY189068,CY189069,CY189070,CY189071,CY189072
>A/NewYork/WC-LVD-14-004/2014,USA,2014,1,13,Human,pH1N1,CY189073,CY189074,CY189075,CY189076,CY189077,CY189078,CY189079,CY189080
>A/NewYork/WC-LVD-14-005/2014,USA,2014,1,14,Human,pH1N1,CY189081,CY189082,CY189083,CY189084,CY189085,CY189086,CY189087,CY189088
>A/NewYork/WC-LVD-14-006/2014,USA,2014,1,14,Human,pH1N1,CY189089,CY189090,CY189091,CY189092,CY189093,CY189094,CY189095,CY189096
>A/NewYork/WC-LVD-14-007/2014,USA,2014,1,15,Human,pH1N1,CY189097,CY189098,CY189099,CY189100,CY189101,CY189102,CY189103,CY189104
>A/NewYork/WC-LVD-14-008/2014,USA,2014,1,18,Human,pH1N1,CY189105,CY189106,CY189107,CY189108,CY189109,CY189110,CY189111,CY189112
>A/NewYork/WC-LVD-14-009/2014,USA,2014,1,19,Human,pH1N1,CY189113,CY189114,CY189115,CY189116,CY189117,CY189118,CY189119,CY189120
>A/NewYork/WC-LVD-14-010/2014,USA,2014,1,20,Human,pH1N1,CY189121,CY189122,CY189123,CY189124,CY189125,CY189126,CY189127,CY189128
>A/NewYork/WC-LVD-14-011/2014,USA,2014,1,21,Human,pH1N1,CY189129,CY189130,CY189131,CY189132,CY189133,CY189134,CY189135,CY189136
>A/NewYork/WC-LVD-14-012/2014,USA,2014,1,21,Human,pH1N1,CY189137,CY189138,CY189139,CY189140,CY189141,CY189142,CY189143,CY189144
>A/NewYork/WC-LVD-14-013/2014,USA,2014,1,21,Human,pH1N1,CY189145,CY189146,CY189147,CY189148,CY189149,CY189150,CY189151,CY189152
>A/NewYork/WC-LVD-14-014/2014,USA,2014,1,22,Human,pH1N1,CY189153,CY189154,CY189155,CY189156,CY189157,CY189158,CY189159,CY189160
>A/NewYork/WC-LVD-14-015/2014,USA,2014,1,22,Human,pH1N1,CY189161,CY189162,CY189163,CY189164,CY189165,CY189166,CY189167,CY189168
>A/NewYork/WC-LVD-14-016/2014,USA,2014,1,27,Human,pH1N1,CY189169,CY189170,CY189171,CY189172,CY189173,CY189174,CY189175,CY189176
>A/NewYork/WC-LVD-14-017/2014,USA,2014,1,27,Human,pH1N1,CY189177,CY189178,CY189179,CY189180,CY189181,CY189182,CY189183,CY189184
>A/NewYork/WC-LVD-14-018/2014,USA,2014,1,28,Human,pH1N1,CY189185,CY189186,CY189187,CY189188,CY189189,CY189190,CY189191,CY189192
>A/NewYork/WC-LVD-14-019/2014,USA,2014,1,28,Human,pH1N1,CY189193,CY189194,CY189195,CY189196,CY189197,CY189198,CY189199,CY189200
>A/NewYork/WC-LVD-14-020/2014,USA,2014,1,29,Human,pH1N1,CY189201,CY189202,CY189203,CY189204,CY189205,CY189206,CY189207,CY189208
>A/NewYork/WC-LVD-14-021/2014,USA,2014,1,30,Human,pH1N1,CY189209,CY189210,CY189211,CY189212,CY189213,CY189214,CY189215,CY189216
>A/NewYork/WC-LVD-14-022/2014,USA,2014,1,31,Human,pH1N1,CY189217,CY189218,CY189219,CY189220,CY189221,CY189222,CY189223,CY189224
>A/NewYork/WC-LVD-14-023/2014,USA,2014,2,3,Human,pH1N1,CY189225,CY189226,CY189227,CY189228,CY189229,CY189230,CY189231,CY189232
>A/NewYork/WC-LVD-14-024/2014,USA,2014,2,4,Human,pH1N1,CY189233,CY189234,CY189235,CY189236,CY189237,CY189238,CY189239,CY189240
>A/NewYork/WC-LVD-14-025/2014,USA,2014,2,9,Human,pH1N1,CY189241,CY189242,CY189243,CY189244,CY189245,CY189246,CY189247,CY189248
>A/NewYork/WC-LVD-14-026/2014,USA,2014,2,9,Human,pH1N1,CY189249,CY189250,CY189251,CY189252,CY189253,CY189254,CY189255,CY189256
>A/NewYork/WC-LVD-14-027/2014,USA,2014,2,14,Human,pH1N1,CY189257,CY189258,CY189259,CY189260,CY189261,CY189262,CY189263,CY189264
>A/NewYork/WC-LVD-14-028/2014,USA,2014,1,20,Human,pH1N1,CY189265,CY189266,CY189267,CY189268,CY189269,CY189270,CY189271,CY189272
>A/NewYork/WC-LVD-14-029/2014,USA,2014,1,23,Human,pH1N1,CY189273,CY189274,CY189275,CY189276,CY189277,CY189278,CY189279,CY189280
>A/NewYork/WC-LVD-14-030/2014,USA,2014,1,23,Human,pH1N1,CY189281,CY189282,CY189283,CY189284,CY189285,CY189286,CY189287,CY189288
>A/NewYork/WC-LVD-14-031/2014,USA,2014,1,27,Human,pH1N1,CY189289,CY189290,CY189291,CY189292,CY189293,CY189294,CY189295,CY189296
>A/NewYork/WC-LVD-14-032/2014,USA,2014,1,27,Human,pH1N1,CY189297,CY189298,CY189299,CY189300,CY189301,CY189302,CY189303,CY189304
>A/NewYork/WC-LVD-14-033/2014,USA,2014,1,28,Human,pH1N1,CY189305,CY189306,CY189307,CY189308,CY189309,CY189310,CY189311,CY189312
>A/NewYork/WC-LVD-14-034/2014,USA,2014,1,28,Human,pH1N1,CY189313,CY189314,CY189315,CY189316,CY189317,CY189318,CY189319,CY189320
>A/NewYork/WC-LVD-14-035/2014,USA,2014,1,31,Human,pH1N1,CY189321,CY189322,CY189323,CY189324,CY189325,CY189326,CY189327,CY189328
>A/NewYork/WC-LVD-14-036/2014,USA,2014,2,3,Human,pH1N1,CY189329,CY189330,CY189331,CY189332,CY189333,CY189334,CY189335,CY189336
>A/NewYork/WC-LVD-14-037/2014,USA,2014,2,5,Human,pH1N1,CY189337,CY189338,CY189339,CY189340,CY189341,CY189342,CY189343,CY189344
>A/NewYork/WC-LVD-14-038/2014,USA,2014,2,10,Human,pH1N1,CY189345,CY189346,CY189347,CY189348,CY189349,CY189350,CY189351,CY189352
>A/NewYork/WC-LVD-14-039/2014,USA,2014,2,10,Human,pH1N1,CY189353,CY189354,CY189355,CY189356,CY189357,CY189358,CY189359,CY189360
>A/NewYork/WC-LVD-14-040/2014,USA,2014,2,11,Human,pH1N1,CY189361,CY189362,CY189363,CY189364,CY189365,CY189366,CY189367,CY189368
>A/NewYork/WC-LVD-14-041/2014,USA,2014,2,13,Human,pH1N1,CY189369,CY189370,CY189371,CY189372,CY189373,CY189374,CY189375,CY189376
>A/NewYork/WC-LVD-14-042/2014,USA,2014,2,20,Human,pH1N1,CY189377,CY189378,CY189379,CY189380,CY189381,CY189382,CY189383,CY189384
>A/NewYork/WC-LVD-14-043/2014,USA,2014,2,26,Human,pH1N1,CY189385,CY189386,CY189387,CY189388,CY189389,CY189390,CY189391,CY189392
>A/NewYork/WC-LVD-14-044/2014,USA,2014,2,27,Human,pH1N1,CY189393,CY189394,CY189395,CY189396,CY189397,CY189398,CY189399,CY189400
>A/NewYork/WC-LVD-14-045/2014,USA,2014,3,6,Human,pH1N1,CY189401,CY189402,CY189403,CY189404,CY189405,CY189406,CY189407,CY189408
>A/NewYork/WC-LVD-14-046/2014,USA,2014,3,6,Human,pH1N1,CY189409,CY189410,CY189411,CY189412,CY189413,CY189414,CY189415,CY189416
>A/NewYork/WC-LVD-14-048/2014,USA,2014,3,7,Human,pH1N1,CY189417,CY189418,CY189419,CY189420,CY189421,CY189422,CY189423,CY189424
>A/NewYork/WC-LVD-14-049/2014,USA,2014,3,9,Human,pH1N1,CY189425,CY189426,CY189427,CY189428,CY189429,CY189430,CY189431,CY189432
>A/NewYork/WC-LVD-14-050/2014,USA,2014,3,10,Human,pH1N1,CY189433,CY189434,CY189435,CY189436,CY189437,CY189438,CY189439,CY189440
>A/NewYork/WC-LVD-14-051/2014,USA,2014,3,10,Human,pH1N1,CY189441,CY189442,CY189443,CY189444,CY189445,CY189446,CY189447,CY189448
>A/NewYork/WC-LVD-14-052/2014,USA,2014,3,11,Human,pH1N1,CY189449,CY189450,CY189451,CY189452,CY189453,CY189454,CY189455,CY189456
>A/NewYork/WC-LVD-14-053/2014,USA,2014,3,13,Human,pH1N1,CY189457,CY189458,CY189459,CY189460,CY189461,CY189462,CY189463,CY189464
>A/NewYork/WC-LVD-14-054/2014,USA,2014,3,15,Human,pH1N1,CY189465,CY189466,CY189467,CY189468,CY189469,CY189470,CY189471,CY189472
>A/NewYork/WC-LVD-14-055/2014,USA,2014,3,18,Human,pH1N1,CY189473,CY189474,CY189475,CY189476,CY189477,CY189478,CY189479,CY189480
>A/NewYork/WC-LVD-14-056/2014,USA,2014,3,27,Human,pH1N1,CY189481,CY189482,CY189483,CY189484,CY189485,CY189486,CY189487,CY189488
>A/NewYork/WC-LVD-14-057/2014,USA,2014,3,27,Human,pH1N1,CY189489,CY189490,CY189491,CY189492,CY189493,CY189494,CY189495,CY189496
>A/NewYork/WC-LVD-14-058/2014,USA,2014,3,28,Human,pH1N1,CY189497,CY189498,CY189499,CY189500,CY189501,CY189502,CY189503,CY189504
>A/NewYork/WC-LVD-14-059/2014,USA,2014,2,10,Human,pH1N1,CY189505,CY189506,CY189507,CY189508,CY189509,CY189510,CY189511,CY189512
>A/NewYork/WC-LVD-14-061/2014,USA,2014,4,6,Human,pH1N1,CY189513,CY189514,CY189515,CY189516,CY189517,CY189518,CY189519,CY189520
>A/NewYork/WC-LVD-14-062/2014,USA,2014,4,9,Human,pH1N1,CY189521,CY189522,CY189523,CY189524,CY189525,CY189526,CY189527,CY189528
>A/NewYork/WC-LVD-14-063/2014,USA,2014,2,9,Human,pH1N1,CY189529,CY189530,CY189531,CY189532,CY189533,CY189534,CY189535,CY189536
>A/Nicaragua/1814_01_TR1/2013,Nicaragua,2013,6,23,Human,pH1N1,CY189791,CY189792,CY189793,CY189794,CY189795,CY189796,CY189797,CY189798
>A/Nicaragua/1815_01_TR2/2013,Nicaragua,2013,6,26,Human,pH1N1,CY189807,CY189808,CY189809,CY189810,CY189811,CY189812,CY189813,CY189814
>A/Nicaragua/2704_01_TR1/2013,Nicaragua,2013,6,12,Human,pH1N1,CY189711,CY189712,CY189713,CY189714,CY189715,CY189716,CY189717,CY189718
>A/Nicaragua/30049_01_TR1/2013,Nicaragua,2013,6,7,Human,pH1N1,CY189719,CY189720,CY189721,CY189722,CY189723,CY189724,CY189725,CY189726
>A/Nicaragua/30052_01_TR2/2013,Nicaragua,2013,6,10,Human,pH1N1,CY189735,CY189736,CY189737,CY189738,CY189739,CY189740,CY189741,CY189742
>A/Nicaragua/30071_01_TR2/2013,Nicaragua,2013,6,17,Human,pH1N1,CY189759,CY189760,CY189761,CY189762,CY189763,CY189764,CY189765,CY189766
>A/Nicaragua/30074_01_TR2/2013,Nicaragua,2013,6,17,Human,pH1N1,CY189775,CY189776,CY189777,CY189778,CY189779,CY189780,CY189781,CY189782
>A/Nicaragua/30075_01_TR1/2013,Nicaragua,2013,6,14,Human,pH1N1,CY189783,CY189784,CY189785,CY189786,CY189787,CY189788,CY189789,CY189790
>A/Nicaragua/30081_01_TR1/2013,Nicaragua,2013,6,21,Human,pH1N1,CY189799,CY189800,CY189801,CY189802,CY189803,CY189804,CY189805,CY189806
>A/Nicaragua/30085_01_TR4/2013,Nicaragua,2013,7,1,Human,pH1N1,CY189559,CY189560,CY189561,CY189562,CY189563,CY189564,CY189565,CY189566
>A/Nicaragua/30165_01_TR4/2013,Nicaragua,2013,7,12,Human,pH1N1,CY189671,CY189672,CY189673,CY189674,CY189675,CY189676,CY189677,CY189678
>A/Nicaragua/30238_01_TR2/2013,Nicaragua,2013,7,12,Human,pH1N1,CY189679,CY189680,CY189681,CY189682,CY189683,CY189684,CY189685,CY189686
>A/Nicaragua/3193_01/2013,Nicaragua,2013,6,13,Human,pH1N1,CY188393,CY188394,CY188395,CY188396,CY188397,CY188398,CY188399,CY188400
>A/Nicaragua/4136_07/2013,Nicaragua,2013,8,2,Human,pH1N1,CY188289,CY188290,CY188291,CY188292,CY188293,CY188294,CY188295,CY188296
>A/Nicaragua/4211_07/2013,Nicaragua,2013,9,19,Human,pH1N1,CY188361,CY188362,CY188363,CY188364,CY188365,CY188366,CY188367,CY188368
>A/Nicaragua/4444_04/2013,Nicaragua,2013,6,11,Human,pH1N1,CY188569,CY188570,CY188571,CY188572,CY188573,CY188574,CY188575,CY188576
>A/Nicaragua/4518_04/2013,Nicaragua,2013,5,9,Human,pH1N1,CY188505,CY188506,CY188507,CY188508,CY188509,CY188510,CY188511,CY188512
>A/Nicaragua/4722_03/2013,Nicaragua,2013,7,1,Human,pH1N1,CY188529,CY188530,CY188531,CY188532,CY188533,CY188534,CY188535,CY188536
>A/Nicaragua/5035_05/2013,Nicaragua,2013,5,2,Human,pH1N1,CY188513,CY188514,CY188515,CY188516,CY188517,CY188518,CY188519,CY188520
>A/Nicaragua/5576_06/2013,Nicaragua,2013,7,8,Human,pH1N1,CY187857,CY187858,CY187859,CY187860,CY187861,CY187862,CY187863,CY187864
>A/Nicaragua/5612_05/2013,Nicaragua,2013,6,24,Human,pH1N1,CY188465,CY188466,CY188467,CY188468,CY188469,CY188470,CY188471,CY188472
>A/Nicaragua/5804_09/2013,Nicaragua,2013,4,2,Human,pH1N1,CY188673,CY188674,CY188675,CY188676,CY188677,CY188678,CY188679,CY188680
>A/Nicaragua/5941_02/2013,Nicaragua,2013,6,26,Human,pH1N1,CY188481,CY188482,CY188483,CY188484,CY188485,CY188486,CY188487,CY188488
>A/Nicaragua/6123_01/2011,Nicaragua,2011,10,27,Human,pH1N1,CY188625,CY188626,CY188627,CY188628,CY188629,CY188630,CY188631,CY188632
>A/Nicaragua/6184_13/2013,Nicaragua,2013,3,30,Human,pH1N1,CY188417,CY188418,CY188419,CY188420,CY188421,CY188422,CY188423,CY188424
>A/Nicaragua/6195_01_TR1/2013,Nicaragua,2013,7,9,Human,pH1N1,CY189647,CY189648,CY189649,CY189650,CY189651,CY189652,CY189653,CY189654
