name,country,year,month,year,host,subtype,accHA,accMP,accNA,accNP,accNS,accPA,accPB1,accPB2
>A/Singapore/DMS1316/2013,Singapore,2013,7,26,Human,pH1N1,KT181075,KT181717,KT181503,KT181289,KT181931,KT180861,KT180433,KT180647
>A/Singapore/GP414/2011,Singapore,2011,2,1,Human,pH1N1,CY124544,CY124547,CY124546,CY124545,CY124548,CY124543,CY124542,CY124541
>A/Singapore/GP479/2011,Singapore,2011,2,9,Human,pH1N1,CY124560,CY124563,CY124562,CY124561,CY124564,CY124559,CY124558,CY124557
>A/Singapore/GP496/2011,Singapore,2011,2,10,Human,pH1N1,CY124568,CY124571,CY124570,CY124569,CY124572,CY124567,CY124566,CY124565
>A/Singapore/GP582/2011,Singapore,2011,2,16,Human,pH1N1,CY091696,CY124577,CY091697,CY124576,CY124578,CY124575,CY124574,CY124573
>A/Singapore/GP677/2011,Singapore,2011,2,24,Human,pH1N1,CY124592,CY124595,CY124594,CY124593,CY124596,CY124591,CY124590,CY124589
>A/Singapore/GP715/2011,Singapore,2011,3,1,Human,pH1N1,CY124600,CY124603,CY124602,CY124601,CY124604,CY124599,CY124598,CY124597
>A/Singapore/GP730/2011,Singapore,2011,3,2,Human,pH1N1,CY091700,CY124609,CY091701,CY124608,CY124610,CY124607,CY124606,CY124605
>A/Singapore/GP767/2011,Singapore,2011,3,7,Human,pH1N1,CY124614,CY124617,CY124616,CY124615,CY124618,CY124613,CY124612,CY124611
>A/Singapore/GP834/2011,Singapore,2011,3,18,Human,pH1N1,CY124634,CY124637,CY124636,CY124635,CY124638,CY124633,CY124632,CY124631
>A/Singapore/GP846/2011,Singapore,2011,3,22,Human,pH1N1,CY124642,CY124645,CY124644,CY124643,CY124646,CY124641,CY124640,CY124639
>A/Singapore/GP868/2011,Singapore,2011,3,24,Human,pH1N1,CY124650,CY124653,CY124652,CY124651,CY124654,CY124649,CY124648,CY124647
>A/Singapore/GP871/2011,Singapore,2011,3,24,Human,pH1N1,CY124658,CY124661,CY124660,CY124659,CY124662,CY124657,CY124656,CY124655
>A/Singapore/GP887/2011,Singapore,2011,3,29,Human,pH1N1,CY124666,CY124669,CY124668,CY124667,CY124670,CY124665,CY124664,CY124663
>A/Singapore/GP908/2011,Singapore,2011,4,4,Human,pH1N1,CY124678,CY124681,CY124680,CY124679,CY124682,CY124677,CY124676,CY124675
>A/Singapore/GP917/2011,Singapore,2011,4,6,Human,pH1N1,CY124686,CY124689,CY124688,CY124687,CY124690,CY124685,CY124684,CY124683
>A/Singapore/GP924/2011,Singapore,2011,4,8,Human,pH1N1,CY124694,CY124697,CY124696,CY124695,CY124698,CY124693,CY124692,CY124691
>A/Singapore/KK105/2011,Singapore,2011,2,11,Human,pH1N1,CY091702,CY124703,CY091703,CY124702,CY124704,CY124701,CY124700,CY124699
>A/Singapore/KK160/2011,Singapore,2011,4,4,Human,pH1N1,CY124718,CY124721,CY124720,CY124719,CY124722,CY124717,CY124716,CY124715
>A/Singapore/KK166/2011,Singapore,2011,4,18,Human,pH1N1,CY124726,CY124729,CY124728,CY124727,CY124730,CY124725,CY124724,CY124723
>A/Singapore/TT157/2011,Singapore,2011,2,23,Human,pH1N1,CY124776,CY124779,CY124778,CY124777,CY124780,CY124775,CY124774,CY124773
>A/Singapore/TT160/2011,Singapore,2011,2,25,Human,pH1N1,CY091716,CY124785,CY091717,CY124784,CY124786,CY124783,CY124782,CY124781
>A/Singapore/TT190/2011,Singapore,2011,3,28,Human,pH1N1,CY124792,CY124795,CY124794,CY124793,CY124796,CY124791,CY124790,CY124789
>A/Singapore/TT198/2011,Singapore,2011,4,11,Human,pH1N1,CY124801,CY124804,CY124803,CY124802,CY124805,CY124800,CY124799,CY124798
>A/Singapore/TT5/2011,Singapore,2011,1,3,Human,pH1N1,CY091720,CY124812,CY091721,CY124811,CY124813,CY124810,CY124809,CY124808
>A/Singapore/TT67/2011,Singapore,2011,1,21,Human,pH1N1,CY091722,CY124826,CY091723,CY124825,CY124827,CY124824,CY124823,CY124822
>A/SouthCarolina/NHRC0001/2011,USA,2011,1,25,Human,pH1N1,CY092888,CY092889,CY092890,CY092891,CY092892,CY092893,CY092894,CY092895
>A/SouthCarolina/NHRC0002/2011,USA,2011,1,29,Human,pH1N1,CY092896,CY092897,CY092898,CY092899,CY092900,CY092901,CY092902,CY092903
>A/Springfield/INS3_652/2011,USA,2011,2,4,Human,pH1N1,CY176562,CY176563,CY176564,CY176565,CY176566,CY176567,CY176568,CY176569
>A/Springfield/INS598/2011,USA,2011,2,16,Human,pH1N1,CY129862,CY129863,CY129864,CY129865,CY129866,CY129867,CY129868,CY129869
>A/SriLanka/1011/2011,SriLanka,2011,1,13,Human,pH1N1,KJ856005,KJ856008,KJ856007,KJ856006,KJ856009,KJ856004,KJ856003,KJ856002
>A/SriLanka/1082/2011,SriLanka,2011,1,15,Human,pH1N1,KJ856013,KJ856016,KJ856015,KJ856014,KJ856017,KJ856012,KJ856011,KJ856010
>A/SriLanka/1735/2011,SriLanka,2011,1,25,Human,pH1N1,KJ856029,KJ856032,KJ856031,KJ856030,KJ856033,KJ856028,KJ856027,KJ856026
>A/SriLanka/2290/2011,SriLanka,2011,2,3,Human,pH1N1,KJ856200,KJ856203,KJ856202,KJ856201,KJ856204,KJ856199,KJ856198,KJ856197
>A/SriLanka/33/2011,SriLanka,2011,1,2,Human,pH1N1,KJ856245,KJ856248,KJ856247,KJ856246,KJ856249,KJ856244,KJ856243,KJ856242
>A/SriLanka/34/2011,SriLanka,2011,1,2,Human,pH1N1,KJ856253,KJ856256,KJ856255,KJ856254,KJ856257,KJ856252,KJ856251,KJ856250
>A/St.Petersburg/100/2011,Russia,2011,,,Human,pH1N1,CY121816,CY121817,CY121818,CY121819,CY121820,CY121821,CY121822,CY121823
>A/Sydney/DD3-58/2011,Australia,2011,1,10,Human,pH1N1,CY092856,CY092857,CY092858,CY092859,CY092860,CY092861,CY092862,CY092863
>A/Sydney/DD3-59/2011,Australia,2011,1,18,Human,pH1N1,CY092864,CY092865,CY092866,CY092867,CY092868,CY092869,CY092870,CY092871
>A/Taiwan/1018/2011,Taiwan,2011,1,8,Human,pH1N1,JN187143,JN187317,JN187201,JN187288,JN187346,JN187259,JN187230,JN187172
>A/Taiwan/1102/2011,Taiwan,2011,1,19,Human,pH1N1,JN187148,JN187322,JN187206,JN187293,JN187351,JN187264,JN187235,JN187177
>A/Taiwan/1150/2011,Taiwan,2011,1,26,Human,pH1N1,JN187149,JN187323,JN187207,JN187294,JN187352,JN187265,JN187236,JN187178
>A/Taiwan/1749/2011,Taiwan,2011,1,27,Human,pH1N1,JN187150,JN187324,JN187208,JN187295,JN187353,JN187266,JN187237,JN187179
>A/Taiwan/1758/2011,Taiwan,2011,2,1,Human,pH1N1,JQ693690,JQ693700,JQ693710,JQ693720,JQ693730,JQ693740,JQ693750,JQ693760
>A/Taiwan/1829/2011,Taiwan,2011,2,24,Human,pH1N1,JQ693691,JQ693701,JQ693711,JQ693721,JQ693731,JQ693741,JQ693751,JQ693761
>A/Taiwan/2116/2011,Taiwan,2011,2,23,Human,pH1N1,JQ693692,JQ693702,JQ693712,JQ693722,JQ693732,JQ693742,JQ693752,JQ693762
>A/Taiwan/2649/2011,Taiwan,2011,1,17,Human,pH1N1,JN187144,JN187318,JN187202,JN187289,JN187347,JN187260,JN187231,JN187173
>A/Taiwan/2883/2011,Taiwan,2011,2,1,Human,pH1N1,JN187151,JN187325,JN187209,JN187296,JN187354,JN187267,JN187238,JN187180
>A/Taiwan/3697/2011,Taiwan,2011,2,3,Human,pH1N1,JN187152,JN187326,JN187210,JN187297,JN187355,JN187268,JN187239,JN187181
>A/Taiwan/4501/2011,Taiwan,2011,1,3,Human,pH1N1,JN187142,JN187316,JN187200,JN187287,JN187345,JN187258,JN187229,JN187171
>A/Taiwan/4611/2011,Taiwan,2011,2,8,Human,pH1N1,JN187153,JN187327,JN187211,JN187298,JN187356,JN187269,JN187240,JN187182
>A/Taiwan/4696/2011,Taiwan,2011,2,22,Human,pH1N1,JQ693693,JQ693703,JQ693713,JQ693723,JQ693733,JQ693743,JQ693753,JQ693763
>A/Taiwan/4709/2011,Taiwan,2011,3,7,Human,pH1N1,JQ693694,JQ693704,JQ693714,JQ693724,JQ693734,JQ693744,JQ693754,JQ693764
>A/Taiwan/4711/2011,Taiwan,2011,3,14,Human,pH1N1,JQ693695,JQ693705,JQ693715,JQ693725,JQ693735,JQ693745,JQ693755,JQ693765
>A/Taiwan/549/2011,Taiwan,2011,1,18,Human,pH1N1,JQ693686,JQ693696,JQ693706,JQ693716,JQ693726,JQ693736,JQ693746,JQ693756
>A/Taiwan/5506/2011,Taiwan,2011,1,17,Human,pH1N1,JN187145,JN187319,JN187203,JN187290,JN187348,JN187261,JN187232,JN187174
>A/Taiwan/552/2011,Taiwan,2011,1,18,Human,pH1N1,JN187147,JN187321,JN187205,JN187292,JN187350,JN187263,JN187234,JN187176
>A/Taiwan/594/2011,Taiwan,2011,1,29,Human,pH1N1,JQ693687,JQ693697,JQ693707,JQ693717,JQ693727,JQ693737,JQ693747,JQ693757
>A/Taiwan/652/2011,Taiwan,2011,2,16,Human,pH1N1,JQ693688,JQ693698,JQ693708,JQ693718,JQ693728,JQ693738,JQ693748,JQ693758
>A/Taiwan/67/2011,Taiwan,2011,1,17,Human,pH1N1,JN187146,JN187320,JN187204,JN187291,JN187349,JN187262,JN187233,JN187175
>A/Tallinn/INS617/2011,Estonia,2011,1,27,Human,pH1N1,CY129950,CY129951,CY129952,CY129953,CY129954,CY129955,CY129956,CY129957
>A/Tallinn/INS618/2011,Estonia,2011,2,1,Human,pH1N1,CY129958,CY129959,CY129960,CY129961,CY129962,CY129963,CY129964,CY129965
>A/Tallinn/INS619/2011,Estonia,2011,2,2,Human,pH1N1,CY129966,CY129967,CY129968,CY129969,CY129970,CY129971,CY129972,CY129973
>A/Tennessee/F2014/2011,USA,2011,1,14,Human,pH1N1,CY167492,CY167493,CY167494,CY167495,CY167496,CY167497,CY167498,CY167499
>A/Tennessee/F2026/2011,USA,2011,2,2,Human,pH1N1,CY167548,CY167549,CY167550,CY167551,CY167552,CY167553,CY167554,CY167555
>A/Tennessee/F2041/2011,USA,2011,2,11,Human,pH1N1,CY167580,CY167581,CY167582,CY167583,CY167584,CY167585,CY167586,CY167587
>A/Tennessee/F2068/2011,USA,2011,3,3,Human,pH1N1,CY167660,CY167661,CY167662,CY167663,CY167664,CY167665,CY167666,CY167667
>A/Tennessee/F2080c7879A/2011,USA,2011,3,25,Human,pH1N1,CY167716,CY167717,CY167718,CY167719,CY167720,CY167721,CY167722,CY167723
>A/Tennessee/F2083C/2011,USA,2011,4,13,Human,pH1N1,CY167724,CY167725,CY167726,CY167727,CY167728,CY167729,CY167730,CY167731
>A/Tennessee/F2085/2011,USA,2011,3,17,Human,pH1N1,CY167309,CY167310,CY167311,CY167312,CY167313,CY167314,CY167315,CY167316
>A/Tennessee/F2090/2011,USA,2011,3,31,Human,pH1N1,CY167748,CY167749,CY167750,CY167751,CY167752,CY167753,CY167754,CY167755
>A/Tessenderlo/INS604/2011,Belgium,2011,2,21,Human,pH1N1,CY129886,CY129887,CY129888,CY129889,CY129890,CY129891,CY129892,CY129893
>A/Texas/09/2011,USA,2011,3,1,Human,pH1N1,KC881653,KC881656,KC881655,KC881654,KC881798,KC881652,KC881801,KC881651
>A/Texas/22/2012,USA,2012,2,26,Human,pH1N1,KC891093,KC891095,KC891094,KC891537,KC891536,KC891538,KC891539,KC891586
>A/Texas/23/2012,USA,2012,1,26,Human,pH1N1,KC891506,KC891507,KC891508,KC891553,KC891498,KC891587,KC891590,KC891591
>A/Texas/26/2012,USA,2012,2,21,Human,pH1N1,KC891541,KC891544,KC891545,KC891567,KC891501,KC891552,KC891551,KC891496
>A/Texas/27/2012,USA,2012,2,23,Human,pH1N1,KC891534,KC891530,KC891529,KC891535,KC891585,KC891533,KC891532,KC891531
>A/Texas/JMM_52/2012,USA,2012,12,6,Human,pH1N1,CY135108,CY135109,CY135110,CY135111,CY135112,CY135113,CY135114,CY135115
>A/Texas/JMM_53/2012,USA,2012,12,6,Human,pH1N1,CY135116,CY135117,CY135118,CY135119,CY135120,CY135121,CY135122,CY135123
>A/Thailand/CU-H2911/2011,Thailand,2011,1,20,Human,pH1N1,CY089463,CY089466,CY089465,CY089464,CY089467,CY089462,CY089461,CY089460
>A/Tomsk/IIV-19/2012,Russia,2012,1,20,Human,pH1N1,JQ768353,JQ768356,JQ768355,JQ768354,JQ768357,JQ768352,JQ768351,JQ768350
>A/Tula/CRIE-SIA/2011,Russia,2011,1,25,Human,pH1N1,JN185093,JN185096,JN185095,JN185094,JN185097,JN185092,JN185091,JN185090
>A/Uganda/MUWRP-240/2011,Uganda,2011,2,7,Human,pH1N1,KJ690534,KJ690537,KJ690536,KJ690535,KJ690538,KJ690533,KJ690532,KJ690531
>A/Uganda/MUWRP-243/2011,Uganda,2011,4,11,Human,pH1N1,KJ690511,KJ690514,KJ690513,KJ690512,KJ690515,KJ690510,KJ690509,KJ690508
>A/Ulaanbaatar/190/2011,Mongolia,2011,1,11,Human,pH1N1,CY080420,CY080592,CY080574,CY080573,CY080593,CY081057,CY080572,CY080571
>A/Virginia/04/2011,USA,2011,1,6,Human,pH1N1,KC882331,KC882333,KC882332,KC882358,KC882318,KC882357,KC882356,KC882352
>A/Vladimir/IIV-35/2011,Russia,2011,1,31,Human,pH1N1,JN153087,JN153089,JN153088,JN153091,JN153090,JN153092,JN153094,JN153093
>A/Vladivostok/28/2012,Russia,2012,3,27,Human,pH1N1,JX473010,JX473013,JX473012,JX473011,JX473014,JX473009,JX473008,JX473007
>A/Volgograd/CRIE-DMV/2011,Russia,2011,2,5,Human,pH1N1,JN714508,JN714511,JN714510,JN714509,JN714512,JN714507,JN714506,JN714505
>A/Warsaw/INS3_657/2011,Poland,2011,2,8,Human,pH1N1,CY176594,CY176595,CY176596,CY176597,CY176598,CY176599,CY176600,CY176601
>A/Warsaw/INS620/2011,Poland,2011,1,31,Human,pH1N1,CY129974,CY129975,CY129976,CY129977,CY129978,CY129979,CY129980,CY129981
>A/Warsaw/INS621/2011,Poland,2011,2,4,Human,pH1N1,CY129982,CY129983,CY129984,CY129985,CY129986,CY129987,CY129988,CY129989
>A/Washington/07/2014,USA,2014,2,10,Human,pH1N1,KM409134,KM409137,KM409136,KM409135,KM409138,KM409133,KM409132,KM409131
>A/Westmead/INS3_659/2011,Australia,2011,6,24,Human,pH1N1,CY176602,CY176603,CY176604,CY176605,CY176606,CY176607,CY176608,CY176609
>A/Westmead/INS3_660/2011,Australia,2011,7,19,Human,pH1N1,CY176610,CY176611,CY176612,CY176613,CY176614,CY176615,CY176616,CY176617
>A/Westmead/INS3_661/2011,Australia,2011,7,21,Human,pH1N1,CY176618,CY176619,CY176620,CY176621,CY176622,CY176623,CY176624,CY176625
>A/Westmead/INS3_662/2011,Australia,2011,7,21,Human,pH1N1,CY176626,CY176627,CY176628,CY176629,CY176630,CY176631,CY176632,CY176633
>A/Westmead/INS3_663/2011,Australia,2011,7,25,Human,pH1N1,CY176634,CY176635,CY176636,CY176637,CY176638,CY176639,CY176640,CY176641
>A/Westmead/INS3_664/2011,Australia,2011,7,21,Human,pH1N1,CY176642,CY176643,CY176644,CY176645,CY176646,CY176647,CY176648,CY176649
>A/Westmead/INS3_665/2011,Australia,2011,7,12,Human,pH1N1,CY176650,CY176651,CY176652,CY176653,CY176654,CY176655,CY176656,CY176657
>A/Westmead/INS574/2011,Australia,2011,7,27,Human,pH1N1,CY129742,CY129743,CY129744,CY129745,CY129746,CY129747,CY129748,CY129749
>A/Wisconsin/15/2011,USA,2011,2,14,Human,pH1N1,KC881725,KC881688,KC881689,KC881690,KC881724,KC881726,KC881691,KC881727
>A/Wisconsin/16/2011,USA,2011,1,15,Human,pH1N1,KC881643,KC881646,KC881645,KC881644,KC881647,KC881642,KC881641,KC881640
>A/Wisconsin/18/2011,USA,2011,2,6,Human,pH1N1,KC881722,KC881683,KC881684,KC881685,KC881721,KC881686,KC881687,KC881723
